0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 4.926108374384236509e-03 0.000000000000000000e+00 0.000000000000000000e+00 5.012531328320801727e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 7.389162561576354329e-03 4.926108374384236509e-03 0.000000000000000000e+00 1.970443349753694603e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.255639097744360777e-02 2.506265664160400863e-03 0.000000000000000000e+00 4.683840749414519902e-03
3.000000000000000000e+00 2.709359605911330210e-02 9.852216748768473017e-03 1.477832512315270866e-02 9.852216748768473017e-03 0.000000000000000000e+00 2.255639097744360777e-02 0.000000000000000000e+00 8.771929824561403022e-02 5.152224824355972066e-02 1.639344262295082053e-02
4.000000000000000000e+00 6.650246305418719417e-02 1.502463054187192226e-01 1.009852216748768489e-01 5.418719211822660420e-02 0.000000000000000000e+00 1.503759398496240518e-02 5.012531328320801727e-03 4.918032786885245811e-02 4.761904761904761640e-02 4.918032786885245811e-02
5.000000000000000000e+00 3.694581280788177685e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.847290640394088634e-01 1.303258145363408449e-01 0.000000000000000000e+00 1.503759398496240518e-02 0.000000000000000000e+00 7.728337236533958099e-02 1.228070175438596423e-01
6.000000000000000000e+00 0.000000000000000000e+00 9.359605911330048933e-02 4.926108374384236682e-02 0.000000000000000000e+00 1.328320802005012458e-01 0.000000000000000000e+00 3.448275862068965469e-02 0.000000000000000000e+00 7.017543859649122417e-02 5.513784461152881899e-02
7.000000000000000000e+00 2.463054187192118254e-03 0.000000000000000000e+00 1.724137931034482735e-02 3.448275862068965469e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.512880562060889666e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+00 3.201970443349753948e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.463054187192118341e-02 0.000000000000000000e+00 9.273182957393483195e-02 0.000000000000000000e+00 1.639344262295082053e-02 0.000000000000000000e+00 7.614213197969543420e-03
9.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.511278195488721554e-02 7.259953161592505588e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 9.605911330049260455e-02 1.157635467980295541e-01 6.157635467980295679e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.405152224824355971e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000000e+01 0.000000000000000000e+00 1.477832512315270866e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+01 3.940886699507389207e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
