0.000000000000000000e+00 9.974358974358974450e-01 9.974358974358974450e-01 9.974358974358974450e-01 9.974358974358974450e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 9.923076923076923350e-01 9.974358974358974450e-01 9.974358974358974450e-01 9.974358974358974450e-01 9.946524064171122781e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.755501222493887514e-01 1.000000000000000000e+00
2.000000000000000000e+00 9.974358974358974450e-01 9.974358974358974450e-01 9.897435897435897800e-01 9.974358974358974450e-01 9.893048128342245562e-01 9.893048128342245562e-01 9.893048128342245562e-01 9.893048128342245562e-01 9.902200488997554562e-01 1.000000000000000000e+00
3.000000000000000000e+00 9.948717948717948900e-01 9.743589743589743390e-01 9.769230769230768940e-01 9.846153846153846700e-01 1.000000000000000000e+00 9.732620320855615015e-01 9.946524064171122781e-01 9.828850855745721038e-01 9.682151589242053991e-01 1.000000000000000000e+00
4.000000000000000000e+00 8.871794871794871362e-01 9.333333333333333481e-01 8.512820512820512553e-01 9.641025641025641191e-01 9.679144385026737796e-01 9.866310160427806952e-01 0.000000000000000000e+00 9.491978609625668639e-01 9.633251833740831271e-01 9.511002444987775029e-01
5.000000000000000000e+00 4.589743589743589536e-01 9.358974358974359031e-01 0.000000000000000000e+00 5.538461538461538769e-01 0.000000000000000000e+00 8.074866310160427885e-01 6.550802139037432692e-01 9.010695187165775888e-01 8.019559902200489310e-01 5.843520782396087743e-01
6.000000000000000000e+00 3.666666666666666408e-01 7.333333333333332815e-01 8.179487179487179294e-01 6.871794871794871806e-01 5.106951871657754438e-01 5.080213903743315829e-01 6.112469437652812143e-01 0.000000000000000000e+00 8.394160583941605580e-01 7.530562347188264338e-01
7.000000000000000000e+00 0.000000000000000000e+00 7.205128205128205066e-01 7.794871794871794934e-01 6.769230769230769607e-01 7.486631016042780695e-01 5.802139037433154956e-01 6.210268948655256471e-01 7.017114914425427452e-01 0.000000000000000000e+00 7.673796791443849852e-01
8.000000000000000000e+00 5.333333333333333259e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.384615384615384803e-01 6.951871657754010725e-02 1.844919786096256564e-01 2.567237163814181100e-01 0.000000000000000000e+00 6.791443850267380178e-01 5.941320293398533181e-01
9.000000000000000000e+00 0.000000000000000000e+00 4.538461538461538436e-01 1.666666666666666574e-01 1.846153846153846256e-01 0.000000000000000000e+00 3.502673796791443972e-01 0.000000000000000000e+00 9.090909090909091161e-02 2.224938875305623454e-01 3.041362530413625476e-01
1.000000000000000000e+01 8.461538461538462008e-02 0.000000000000000000e+00 2.307692307692307820e-01 0.000000000000000000e+00 1.844919786096256564e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.866180048661800615e-03
1.100000000000000000e+01 8.717948717948717507e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.951871657754010725e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.689839572192513129e-01 0.000000000000000000e+00 5.614973262032085799e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.564102564102564100e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.085561497326203217e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+01 1.743589743589743501e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
